datetime,code,action,price,volume,amount,commission,stamp_tax,transfer_fee,flow_fee,total_asset,cash,market_value
2025-07-01,000001.SZ,buy,11.88,42000,498960.00000000006,49.89600000000001,0.0,0.0,0.0,1007678.1039999999,500990.10399999993,506688.0
2025-07-08,000002.SZ,buy,6.54,38200,249828.0,24.9828,0.0,0.0,0.0,1024797.1211999998,251137.12119999994,773659.9999999999
2025-07-24,000001.SZ,sell,12.23,42000,513660.0,51.366,256.83,0.0,0.0,1024630.9251999999,764488.9251999999,260141.99999999997
2025-08-04,000002.SZ,sell,6.34,38200,242188.0,24.2188,121.09400000000001,0.0,0.0,1006531.6124,1006531.6124,0.0
2025-08-25,000002.SZ,buy,6.69,75200,503088.00000000006,50.308800000000005,0.0,0.0,0.0,1041825.3036,503393.3035999999,538432.0
2025-09-09,000002.SZ,sell,6.76,75200,508352.0,50.8352,254.17600000000002,0.0,0.0,1011440.2923999999,1011440.2923999999,0.0
2025-09-11,000002.SZ,buy,6.85,73800,505530.0,50.553000000000004,0.0,0.0,0.0,1009913.7393999998,505859.7393999999,504054.0
2025-09-30,000002.SZ,sell,6.77,73800,499625.99999999994,49.962599999999995,249.813,0.0,0.0,1005185.9637999998,1005185.9637999998,0.0
2025-10-17,000001.SZ,buy,11.56,43400,501704.0,50.1704,0.0,0.0,0.0,998191.7933999998,503431.7933999998,494760.0
