date,stock,action,price,shares,cost,reason,profit
20260120,300640.SZ,SELL,7.98,6000,,调仓卖出,1080.0000000000036
20260120,300848.SZ,SELL,16.759999999999998,2900,,调仓卖出,2928.999999999994
20260120,300648.SZ,SELL,57.5,800,,调仓卖出,3560.0000000000023
20260120,300906.SZ,SELL,36.84,1300,,调仓卖出,1976.000000000004
20260120,300189.SZ,SELL,6.720000000000001,6400,,调仓卖出,-3775.9999999999936
20260120,300086.SZ,SELL,10.440000000000001,3900,,调仓卖出,-5381.999999999996
20260120,300291.SZ,SELL,9.83,6700,,调仓卖出,18760.0
20260120,301181.SZ,SELL,43.6,1000,,调仓卖出,350.0000000000014
20260120,300990.SZ,SELL,87.28,500,,调仓卖出,-414.99999999999915
20260120,301128.SZ,SELL,108.53999999999999,400,,调仓卖出,4099.9999999999945
20260120,301533.SZ,SELL,39.730000000000004,1100,,调仓卖出,-714.9999999999984
20260120,301205.SZ,SELL,183.55,200,,调仓卖出,3748.000000000002
20260120,301069.SZ,SELL,27.19,1600,,调仓卖出,-1663.9999999999986
20260120,300703.SZ,SELL,27.39,1800,,调仓卖出,4464.000000000001
20260120,301183.SZ,SELL,141.52,300,,调仓卖出,-4394.999999999993
20260120,301489.SZ,SELL,169.2,200,,调仓卖出,-5906.0
20260120,300819.SZ,SELL,36.76,1300,,调仓卖出,3600.999999999995
20260120,301235.SZ,SELL,46.790000000000006,1100,,调仓卖出,7172.000000000004
20260120,300128.SZ,SELL,7.7,6400,,调仓卖出,2496.0000000000036
20260120,300459.SZ,BUY,5.22,1300,6786.0,Daily Buy,
20260120,300036.SZ,BUY,18.930000000000003,300,5679.000000000001,Daily Buy,
20260120,300153.SZ,BUY,32.15,200,6430.0,Daily Buy,
20260120,300738.SZ,BUY,21.22,300,6366.0,Daily Buy,
20260120,300221.SZ,BUY,10.65,600,6390.0,Daily Buy,
20260120,301052.SZ,BUY,41.08,100,4108.0,Daily Buy,
20260120,300399.SZ,BUY,27.87,200,5574.0,Daily Buy,
20260120,301013.SZ,BUY,27.49,200,5498.0,Daily Buy,
20260120,301111.SZ,BUY,22.3,300,6690.0,Daily Buy,
20260120,300166.SZ,BUY,10.850000000000001,600,6510.000000000001,Daily Buy,
20260120,301315.SZ,BUY,61.800000000000004,100,6180.0,Daily Buy,
20260120,300010.SZ,BUY,7.77,900,6993.0,Daily Buy,
20260120,300676.SZ,BUY,51.010000000000005,100,5101.000000000001,Daily Buy,
20260120,300918.SZ,BUY,18.090000000000003,300,5427.000000000001,Daily Buy,
20260120,301148.SZ,BUY,51.65,100,5165.0,Daily Buy,
20260120,300426.SZ,BUY,8.26,800,6608.0,Daily Buy,
20260120,301382.SZ,BUY,37.35,100,3735.0,Daily Buy,
20260120,300413.SZ,BUY,26.2,200,5240.0,Daily Buy,
20260120,300663.SZ,BUY,18.080000000000002,300,5424.000000000001,Daily Buy,
20260120,300267.SZ,BUY,3.95,1800,7110.0,Daily Buy,
20260120,300687.SZ,BUY,26.02,200,5204.0,Daily Buy,
20260120,300699.SZ,BUY,39.620000000000005,100,3962.0000000000005,Daily Buy,
20260120,300773.SZ,BUY,27.78,200,5556.0,Daily Buy,
20260120,300662.SZ,BUY,27.89,200,5578.0,Daily Buy,
20260120,300996.SZ,BUY,17.95,400,7180.0,Daily Buy,
20260120,300182.SZ,BUY,6.09,1100,6699.0,Daily Buy,
20260120,301319.SZ,BUY,51.25000000000001,100,5125.000000000001,Daily Buy,
20260120,300642.SZ,BUY,19.71,300,5913.0,Daily Buy,
20260120,301299.SZ,BUY,59.300000000000004,100,5930.0,Daily Buy,
